index,flh,flk,frh,frk,blh,blk,brh,brk
22,5441,9436,10215,6145,5115,9330, 10092, 5918
21,5432,9417,10215,6116,5124,9349, 10102, 5927
20,5422,9397,10205,6106,5153,9368, 10102, 5946
19,5413,9388,10186,6096,5182,9378, 10111, 5966
18,5403,9359,10177,6077,5201,9397, 10121, 5985
17,5394,9339,10167,6058,5220,9417, 10131, 5994
16,5394,9320,10157,6048,5230,9436, 10141, 6014
15,5384,9301,10138,6048,5230,9464, 10160, 6042
14,5365,9272,10119,6009,5258,9473, 10170, 6052
13,5365,9252,10090,5990,5268,9502, 10170, 6081
12,5356,9223,10071,5961,5287,9530, 10179, 6100
11,5337,9194,10042,5922,5306,9568, 10189, 6129
10,5337,9175,10023,5883,5325,9597, 10199, 6148
9,5318,9146,10003,5854,5364,9625, 10218, 6177
8,5309,9117,9974,5825,5392,9654, 10218, 6215
7,5299,9088,9946,5796,5402,9682, 10228, 6234
6,5271,9068,9917,5757,5440,9711, 10247, 6273
5,5271,9030,9897,5738,5459,9749, 10257, 6311
4,5242,8991,9869,5719,5498,9777, 10286, 6340
3,5223,8962,9830,5680,5526,9806, 10315, 6368
2,5186,8933,9782,5661,5555,9815, 10335, 6407
1,5157,8884,9753,5632,5583,9872, 10383, 6445
0,5110,8846,9724,5622,5612,9872, 10432, 6493
99,5072,8816,9695,5593,5651,9901, 10470, 6532
98,5025,8778,9657,5573,5680,9910, 10500, 6570
97,4987,8739,9618,5564,5719,9910, 10538, 6618
96,4949,8710,9580,5555,5757,9920, 10577, 6656
95,4911,8710,9532,5536,5796,9948, 10616, 6685
94,4873,8710,9503,5526,5825,9967, 10664, 6695
93,4845,8720,9474,5517,5864,9967, 10684, 6695
92,4826,8749,9445,5526,5883,9967, 10703, 6685
91,4807,8778,9427,5517,5903,9967, 10713, 6666
90,4788,8816,9436,5526,5903,9967, 10713, 6656
89,4788,8836,9436,5536,5883,9958, 10723, 6618
88,4788,8865,9464,5555,5874,9929, 10713, 6580
87,4798,8884,9484,5583,5854,9910, 10713, 6560
86,4798,8894,9512,5603,5835,9891, 10713, 6541
85,4807,8923,9541,5622,5806,9863, 10713, 6503
84,4817,8952,9570,5641,5787,9844, 10713, 6426
83,4817,8981,9589,5670,5757,9815, 10713, 6445
82,4826,9020,9618,5709,5738,9787, 10703, 6407
81,4845,9068,9638,5728,5719,9749, 10694, 6378
80,4864,9097,9657,5748,5699,9730, 10684, 6349
79,4873,9126,9666,5777,5690,9711, 10664, 6321
78,4883,9146,9686,5806,5670,9682, 10635, 6292
77,4902,9175,9705,5845,5641,9654, 10626, 6273
76,4921,9184,9724,5883,5641,9635, 10606, 6244
75,4958,9213,9734,5912,5622,9597, 10577, 6215
74,4977,9233,9743,5932,5603,9568, 10548, 6186
73,4996,9243,9753,5970,5593,9549, 10529, 6157
72,5006,9262,9772,6000,5593,9521, 10509, 6148
71,5025,9281,9782,6029,5573,9492, 10500, 6129
70,5025,9310,9782,6038,5564,9473, 10500, 6109
69,5044,9330,9801,6077,5555,9454, 10470, 6100
68,5063,9349,9811,6096,5545,9417, 10461, 6071
67,5072,9388,9820,6125,5536,9397, 10451, 6052
66,5081,9397,9830,6135,5526,9378, 10432, 6042
65,5100,9417,9830,6154,5517,9359, 10422, 6033
64,5110,9436,9840,6174,5517,9330, 10412, 6004
63,5129,9464,9849,6193,5507,9310, 10393, 5985
62,5157,9483,9859,6242,5498,9281, 10373, 5956
61,5176,9521,9859,6251,5478,9262, 10335, 5927
60,5195,9540,9888,6280,5469,9243, 10325, 5889
59,5214,9578,9888,6309,5459,9204, 10315, 5870
58,5233,9616,9897,6338,5440,9194, 10296, 5831
57,5261,9644,9907,6368,5421,9165, 10267, 5802
56,5290,9673,9926,6406,5402,9136, 10228, 5774
55,5327,9701,9946,6455,5392,9097, 10208, 5745
54,5356,9730,9965,6484,5373,9068, 10179, 5716
53,5384,9739,9984,6513,5344,9049, 10141, 5687
52,5422,9768,10023,6552,5306,9010, 10102, 5659
51,5450,9787,10071,6600,5268,8991, 10073, 5620
50,5488,9806,10100,6639,5239,8942, 10034, 5601
49,5517,9825,10148,6677,5182,8913, 9995, 5601
48,5564,9844,10186,6706,5153,8875, 9956, 5582
47,5602,9872,10215,6735,5105,8846, 9927, 5563
46,5650,9882,10254,6755,5096,8826, 9879, 5544
45,5679,9891,10302,6755,5029,8797, 9850, 5535
44,5717,9910,10331,6735,5010,8797, 9830, 5506
43,5756,9910,10350,6706,4981,8787, 9801, 5497
42,5794,9901,10369,6697,4962,8797, 9782, 5497
41,5823,9901,10388,6677,4943,8816, 9782, 5497
40,5833,9882,10408,6648,4933,8846, 9782, 5497
39,5852,9853,10417,6619,4924,8865, 9782, 5506
38,5852,9815,10408,6600,4924,8894, 9791, 5516
37,5843,9777,10417,6571,4924,8913, 9801, 5544
36,5823,9720,10427,6522,4924,8952, 9820, 5563
35,5794,9673,10417,6493,4924,8991, 9840, 5573
34,5766,9663,10417,6464,4924,9020, 9859, 5601
33,5737,9616,10408,6426,4943,9068, 9869, 5611
32,5688,9587,10398,6406,4952,9107, 9908, 5649
31,5650,9568,10369,6368,4962,9136, 9927, 5659
30,5621,9540,10359,6329,4971,9175, 9937, 5697
29,5582,9521,10340,6309,4981,9194, 9956, 5726
28,5555,9502,10321,6271,5000,9223, 9985, 5755
27,5536,9492,10302,6261,5010,9243, 9995, 5783
26,5517,9483,10292,6251,5019,9272, 10024, 5812
25,5488,9464,10273,6222,5038,9291, 10044, 5841
24,5469,9464,10244,6213,5057,9310, 10053, 5870
23,5450,9454,10234,6174,5077,9330, 10053, 5889
22,5441,9436,10215,6154,5086,9349, 10092, 5898
21,5432,9427,10205,6125,5153,9368, 10092, 5927
20,5422,9407,10196,6106,5134,9378, 10102, 5946
19,5413,9388,10186,6087,5153,9388, 10111, 5966
18,5413,9378,10167,6058,5182,9407, 10111, 5985
17,5394,9349,10148,6048,5211,9436, 10131, 5994
16,5394,9330,10148,6038,5220,9454, 10141, 6023
15,5384,9301,10119,6029,5239,9473, 10160, 6033
14,5365,9281,10119,6009,5258,9483, 10170, 6052
13,5365,9262,10090,5990,5278,9502, 10179, 6071
12,5346,9233,10071,5970,5297,9521, 10179, 6090
11,5337,9213,10051,5922,5306,9559, 10189, 6119
10,5318,9184,10023,5883,5325,9578, 10199, 6148
9,5309,9155,9994,5854,5354,9606, 10218, 6167
8,5299,9126,9984,5825,5392,9644, 10228, 6205
7,5280,9097,9955,5787,5411,9682, 10228, 6225
6,5271,9068,9917,5757,5440,9711, 10247, 6273
5,5252,9039,9897,5748,5459,9739, 10257, 6301
4,5233,9010,9869,5719,5498,9768, 10286, 6321
3,5214,8981,9830,5690,5517,9806, 10315, 6368
2,5176,8942,9782,5661,5545,9815, 10335, 6407
1,5148,8904,9763,5641,5573,9853, 10383, 6445
0,5100,8865,9734,5622,5612,9882, 10422, 6493
99,5063,8826,9695,5593,5641,9901, 10461, 6541
98,4996,8797,9657,5583,5690,9901, 10500, 6580
97,4977,8758,9618,5564,5719,9910, 10548, 6618
96,4949,8720,9580,5555,5757,9929, 10577, 6637
95,4911,8710,9532,5545,5787,9958, 10616, 6675
94,4873,8720,9503,5536,5825,9967, 10655, 6695
93,4854,8729,9455,5526,5845,9967, 10674, 6695
92,4845,8749,9427,5517,5874,9977, 10694, 6685
91,4826,8787,9397,5526,5874,9977, 10713, 6647
90,4807,8816,9397,5536,5874,9967, 10713, 6637
89,4807,8836,9407,5555,5874,9958, 10723, 6608
88,4798,8855,9436,5573,5864,9920, 10723, 6599
87,4798,8884,9445,5593,5845,9910, 10723, 6560
86,4788,8884,9493,5612,5825,9901, 10703, 6541
85,4798,8923,9522,5632,5806,9863, 10713, 6503
84,4807,8952,9541,5661,5787,9844, 10723, 6474
83,4817,8991,9570,5690,5738,9815, 10703, 6436
82,4826,9020,9570,5709,5738,9787, 10684, 6407
81,4845,9059,9628,5738,5719,9768, 10684, 6378
80,4864,9088,9647,5767,5699,9739, 10674, 6349
79,4873,9126,9657,5806,5690,9711, 10655, 6311
78,4902,9136,9686,5835,5661,9692, 10635, 6292
77,4911,9165,9695,5864,5641,9663, 10616, 6273
76,4930,9184,9715,5903,5632,9644, 10587, 6234
75,4958,9204,9734,5922,5622,9606, 10567, 6215
74,4968,9233,9743,5961,5603,9587, 10548, 6186
73,4987,9243,9753,5990,5593,9568, 10538, 6148
72,4996,9272,9772,6019,5583,9530, 10519, 6129
71,5015,9291,9782,6038,5564,9511, 10509, 6119
70,5025,9310,9782,6058,5555,9492, 10500, 6119
69,5044,9330,9801,6087,5545,9464, 10480, 6100
68,5063,9359,9811,6106,5536,9445, 10461, 6081
67,5063,9388,9820,6135,5536,9427, 10461, 6071
66,5081,9397,9830,6135,5526,9388, 10432, 6052
65,5100,9417,9830,6154,5517,9378, 10422, 6023
64,5119,9436,9840,6174,5507,9359, 10412, 6004
63,5129,9464,9849,6193,5498,9330, 10373, 5994
62,5157,9483,9859,6242,5488,9310, 10383, 5956
61,5176,9511,9878,6251,5469,9281, 10344, 5918
60,5195,9540,9878,6280,5459,9252, 10335, 5898
59,5214,9578,9888,6309,5450,9233, 10325, 5870
58,5233,9616,9897,6338,5440,9204, 10296, 5831
57,5271,9644,9907,6368,5421,9175, 10257, 5802
56,5299,9673,9917,6406,5402,9155, 10218, 5774
55,5318,9701,9955,6445,5402,9126, 10189, 5745
54,5356,9720,9965,6484,5383,9088, 10170, 5716
53,5384,9739,9984,6513,5354,9068, 10131, 5687
52,5422,9777,10032,6542,5306,9039, 10111, 5649
51,5450,9796,10071,6590,5278,8991, 10063, 5620
50,5488,9796,10100,6629,5230,8962, 10034, 5601
49,5526,9834,10157,6677,5182,8933, 9995, 5591
48,5564,9844,10186,6697,5153,8884, 9956, 5582
47,5602,9872,10215,6735,5115,8855, 9927, 5563
46,5650,9891,10273,6755,5067,8826, 9888, 5554
45,5679,9891,10292,6755,5038,8816, 9859, 5535
44,5708,9910,10331,6726,5010,8807, 9820, 5516
43,5804,9920,10350,6706,4991,8797, 9811, 5506
42,5785,9910,10359,6697,4962,8807, 9791, 5497
41,5823,9901,10388,6677,4943,8826, 9782, 5506
40,5833,9882,10408,6648,4933,8846, 9782, 5497
39,5843,9844,10417,6619,4924,8865, 9782, 5516
38,5852,9806,10417,6600,4924,8894, 9791, 5525
37,5843,9777,10417,6561,4924,8923, 9811, 5544
36,5823,9730,10417,6532,4924,8942, 9820, 5563
35,5794,9701,10417,6503,4924,8991, 9840, 5582
34,5766,9663,10417,6464,4924,9010, 9869, 5611
33,5717,9625,10408,6426,4943,9059, 9879, 5620
32,5688,9597,10398,6397,4952,9097, 9917, 5649
31,5650,9568,10369,6358,4952,9136, 9927, 5668
30,5611,9540,10359,6309,4981,9165, 9937, 5707
29,5573,9521,10350,6290,4981,9204, 9966, 5735
28,5555,9511,10321,6261,5000,9213, 9995, 5764
27,5526,9502,10302,6251,5019,9243, 10005, 5793
26,5498,9492,10282,6251,5019,9272, 10024, 5822
25,5479,9483,10273,6242,5038,9291, 10044, 5850
24,5460,9464,10244,6213,5067,9310, 10044, 5879
23,5450,9445,10225,6174,5086,9330, 10053, 5889
22,5441,9436,10215,6135,5096,9339, 10092, 5908
21,5432,9427,10205,6116,5124,9359, 10102, 5927
20,5422,9397,10205,6106,5144,9378, 10102, 5946
19,5413,9388,10196,6096,5163,9378, 10102, 5956
18,5403,9368,10177,6077,5191,9397, 10121, 5985
17,5394,9339,10167,6067,5211,9417, 10131, 5994
16,5394,9320,10157,6058,5230,9436, 10141, 6014
15,5384,9301,10138,6038,5239,9454, 10160, 6033
14,5365,9281,10109,6009,5258,9473, 10170, 6052
13,5365,9252,10080,5990,5278,9502, 10179, 6071
12,5356,9223,10071,5970,5287,9521, 10179, 6090
11,5337,9204,10032,5922,5306,9578, 10189, 6129
10,5327,9175,10013,5893,5335,9597, 10189, 6148
9,5318,9146,9994,5854,5364,9616, 10218, 6177
8,5309,9117,9974,5825,5383,9654, 10228, 6205
7,5290,9097,9955,5787,5411,9673, 10228, 6234
6,5280,9068,9917,5757,5440,9711, 10247, 6273
5,5271,9039,9897,5738,5469,9749, 10257, 6301
4,5233,9000,9869,5680,5498,9768, 10286, 6321
3,5214,8962,9820,5680,5526,9806, 10315, 6368
2,5176,8933,9792,5661,5555,9815, 10344, 6407
1,5157,8894,9763,5641,5583,9844, 10393, 6436
0,5100,8855,9724,5622,5612,9872, 10432, 6493
99,5063,8816,9686,5593,5641,9901, 10470, 6532
98,5025,8787,9657,5583,5690,9910, 10500, 6560
97,4987,8749,9618,5573,5719,9910, 10548, 6608
96,4949,8720,9570,5564,5757,9920, 10577, 6647
95,4911,8710,9522,5545,5796,9958, 10606, 6666
94,4883,8710,9503,5526,5825,9967, 10645, 6695
93,4854,8720,9464,5517,5854,9967, 10674, 6695
92,4835,8749,9436,5517,5874,9977, 10694, 6685
91,4817,8778,9417,5517,5883,9977, 10713, 6666
90,4807,8807,9417,5526,5883,9967, 10713, 6647
89,4798,8836,9427,5545,5883,9958, 10723, 6618
88,4788,8865,9455,5564,5874,9920, 10703, 6580
87,4788,8875,9484,5583,5854,9901, 10713, 6560
86,4798,8884,9503,5612,5825,9891, 10723, 6541
85,4798,8923,9532,5622,5806,9863, 10713, 6512
84,4807,8942,9561,5641,5777,9844, 10723, 6474
83,4817,8991,9589,5680,5757,9815, 10703, 6445
82,4826,9030,9618,5709,5738,9796, 10694, 6407
81,4845,9059,9638,5728,5728,9758, 10694, 6378
80,4854,9097,9657,5757,5699,9730, 10674, 6349
79,4883,9126,9666,5787,5690,9711, 10664, 6321
78,4892,9146,9676,5816,5670,9682, 10635, 6292
77,4911,9165,9695,5845,5651,9654, 10616, 6273
76,4940,9184,9715,5893,5641,9644, 10597, 6244
75,4958,9204,9734,5912,5622,9606, 10587, 6205
74,4977,9223,9743,5961,5603,9578, 10548, 6186
73,4987,9243,9753,5980,5593,9559, 10529, 6157
72,4996,9272,9763,6009,5583,9521, 10519, 6129
71,5015,9281,9782,6029,5573,9511, 10500, 6119
70,5025,9310,9782,6048,5564,9473, 10500, 6109
69,5044,9330,9801,6087,5545,9464, 10480, 6109
68,5053,9359,9811,6096,5536,9436, 10461, 6081
67,5072,9388,9820,6125,5536,9407, 10451, 6071
66,5081,9397,9830,6145,5526,9388, 10432, 6052
65,5100,9417,9830,6154,5517,9368, 10422, 6023
64,5119,9436,9840,6184,5517,9339, 10412, 6014
63,5129,9454,9849,6193,5507,9320, 10393, 5985
62,5157,9483,9869,6232,5488,9291, 10383, 5956
61,5167,9511,9878,6251,5469,9272, 10335, 5918
60,5186,9540,9888,6271,5459,9243, 10325, 5889
59,5214,9578,9897,6309,5459,9204, 10325, 5860
58,5233,9616,9897,6338,5440,9194, 10276, 5831
57,5261,9644,9907,6368,5431,9165, 10257, 5802
56,5299,9673,9926,6406,5402,9136, 10238, 5764
55,5318,9711,9946,6455,5392,9097, 10208, 5745
54,5356,9806,9965,6474,5383,9078, 10170, 5726
53,5384,9739,9994,6513,5335,9049, 10131, 5687
52,5422,9768,10032,6542,5306,9010, 10102, 5649
51,5450,9787,10071,6590,5268,8991, 10063, 5620
50,5488,9806,10100,6629,5230,8942, 10034, 5611
49,5536,9825,10148,6677,5182,8913, 10005, 5601
48,5564,9844,10186,6697,5153,8884, 9956, 5582
47,5602,9872,10215,6735,5105,8846, 9927, 5563
46,5650,9891,10254,6755,5067,8816, 9879, 5554
45,5679,9891,10292,6755,5038,8807, 9850, 5535
44,5717,9901,10331,6735,5010,8797, 9820, 5516
43,5756,9910,10359,6716,4991,8787, 9811, 5506
42,5794,9910,10369,6697,4962,8797, 9791, 5497
41,5823,9901,10398,6677,4952,8816, 9791, 5487
40,5833,9882,10408,6648,4943,8836, 9782, 5497
39,5852,9853,10417,6619,4924,8865, 9782, 5506
38,5852,9815,10417,6600,4924,8894, 9791, 5525
37,5843,9777,10417,6571,4924,8913, 9820, 5544
36,5823,9730,10427,6532,4924,8942, 9820, 5563
35,5794,9692,10417,6503,4924,8991, 9850, 5582
34,5775,9654,10408,6464,4924,9010, 9859, 5601
33,5717,9616,10408,6426,4933,9059, 9888, 5611
32,5688,9597,10388,6397,4952,9097, 9917, 5649
31,5660,9568,10369,6368,4962,9136, 9927, 5668
30,5621,9540,10350,6319,4971,9175, 9947, 5697
29,5582,9521,10350,6300,4981,9194, 9966, 5735
28,5555,9511,10331,6271,5000,9233, 9985, 5755
27,5536,9492,10302,6261,5010,9252, 10005, 5783
26,5507,9483,10282,6251,5019,9272, 10024, 5812
25,5479,9473,10273,6222,5038,9291, 10044, 5841
24,5469,9464,10244,6213,5057,9310, 10034, 5870
23,5450,9454,10225,6174,5077,9330, 10063, 5889
22,5441,9436,10215,6135,5096,9349, 10092, 5898
21,5432,9427,10205,6116,5115,9368, 10092, 5927
20,5422,9407,10196,6096,5134,9378, 10102, 5946
19,5413,9388,10186,6087,5153,9378, 10102, 5956
18,5403,9378,10177,6058,5182,9407, 10111, 5985
17,5394,9339,10157,6058,5201,9427, 10131, 5994
16,5394,9330,10157,6048,5230,9454, 10141, 6014
15,5384,9301,10138,6038,5239,9464, 10160, 6033
14,5365,9281,10119,6019,5258,9492, 10170, 6052
13,5365,9262,10090,5990,5278,9502, 10179, 6062
12,5356,9233,10071,5970,5297,9521, 10179, 6090
11,5337,9204,10042,5922,5306,9559, 10189, 6119
10,5318,9184,10013,5893,5325,9578, 10199, 6138
9,5309,9155,9984,5854,5364,9606, 10218, 6167
8,5299,9117,9974,5825,5383,9654, 10228, 6196
7,5280,9097,9955,5787,5411,9682, 10228, 6225
6,5271,9068,9917,5757,5440,9711, 10247, 6253
5,5261,9039,9897,5738,5469,9749, 10257, 6301
4,5233,9000,9869,5719,5507,9768, 10286, 6321
3,5214,8971,9840,5680,5526,9806, 10315, 6359
2,5176,8942,9792,5670,5545,9815, 10335, 6397
1,5148,8904,9763,5641,5583,9844, 10393, 6436
0,5110,8865,9724,5622,5612,9872, 10432, 6484
99,5063,8816,9695,5593,5641,9901, 10461, 6522
98,5025,8787,9647,5583,5690,9910, 10500, 6560
97,4987,8758,9609,5564,5719,9910, 10538, 6608
96,4940,8720,9570,5555,5748,9920, 10577, 6628
95,4911,8710,9541,5545,5787,9958, 10606, 6666
94,4883,8720,9493,5536,5825,9967, 10664, 6685
93,4854,8720,9464,5526,5845,9967, 10674, 6695
92,4835,8749,9436,5526,5874,9977, 10694, 6675
91,4817,8787,9407,5526,5883,9977, 10713, 6666
90,4807,8807,9407,5536,5883,9967, 10723, 6656
89,4798,8836,9407,5555,5874,9958, 10732, 6618
88,4798,8865,9436,5564,5874,9929, 10732, 6589
87,4788,8875,9464,5593,5845,9910, 10732, 6551
86,4798,8884,9503,5612,5825,9891, 10713, 6541
85,4798,8933,9522,5632,5796,9863, 10713, 6503
84,4807,8952,9561,5661,5787,9844, 10713, 6474
83,4817,8981,9580,5690,5767,9815, 10703, 6445
82,4826,9020,9609,5709,5738,9796, 10684, 6407
81,4845,9059,9628,5738,5719,9768, 10694, 6378
80,4854,9097,9647,5757,5709,9749, 10684, 6349
79,4883,9126,9657,5796,5690,9711, 10664, 6321
78,4902,9136,9686,5825,5670,9692, 10645, 6282
77,4911,9165,9705,5854,5651,9663, 10606, 6273
76,4940,9184,9724,5893,5632,9635, 10597, 6244
75,4958,9204,9734,5912,5622,9597, 10577, 6205
74,4968,9233,9743,5961,5603,9587, 10538, 6196
73,4987,9252,9753,5990,5593,9568, 10529, 6157
72,5006,9272,9763,6009,5583,9530, 10509, 6138
71,5015,9291,9782,6038,5573,9502, 10500, 6129
70,5025,9320,9782,6048,5555,9483, 10509, 6119
69,5044,9330,9801,6087,5545,9464, 10480, 6109
68,5063,9359,9811,6096,5536,9436, 10470, 6081
67,5072,9388,9820,6125,5536,9417, 10451, 6062
66,5081,9397,9830,6145,5526,9388, 10432, 6042
65,5100,9417,9840,6154,5517,9368, 10422, 6023
64,5119,9436,9840,6184,5507,9339, 10393, 6004
63,5129,9464,9849,6193,5507,9310, 10383, 5994
62,5157,9483,9859,6232,5488,9301, 10383, 5956
61,5167,9511,9869,6261,5478,9272, 10354, 5918
