index,flh,flk,frh,frk,blh,blk,brh,brk
60,5186,9540,9888,6271,5469,9243, 10335, 5889
59,5214,9578,9897,6309,5450,9223, 10325, 5870
58,5233,9616,9907,6338,5440,9194, 10286, 5831
57,5261,9644,9907,6368,5431,9165, 10257, 5802
56,5299,9673,9926,6406,5402,9146, 10228, 5774
55,5318,9701,9955,6455,5392,9117, 10218, 5745
54,5356,9720,9965,6474,5383,9078, 10170, 5726
53,5384,9749,9984,6513,5344,9059, 10131, 5687
52,5422,9777,10032,6552,5306,9010, 10102, 5649
51,5450,9787,10061,6581,5278,8991, 10053, 5620
50,5488,9806,10100,6629,5239,8952, 10034, 5611
49,5526,9825,10148,6677,5191,8913, 9995, 5591
48,5564,9853,10186,6697,5144,8875, 9956, 5591
47,5611,9872,10225,6735,5105,8846, 9917, 5563
46,5650,9882,10254,6755,5067,8816, 9879, 5554
45,5679,9891,10302,6755,5038,8807, 9850, 5535
44,5717,9910,10331,6735,5010,8797, 9820, 5516
43,5756,9910,10359,6716,4981,8787, 9801, 5506
42,5794,9910,10359,6697,4971,8797, 9782, 5497
41,5823,9891,10398,6677,4952,8816, 9782, 5497
40,5833,9882,10408,6639,4943,8836, 9782, 5506
39,5852,9853,10417,6619,4924,8865, 9782, 5516
38,5852,9806,10417,6600,4924,8894, 9791, 5535
37,5843,9777,10417,6571,4924,8923, 9811, 5554
36,5823,9730,10417,6532,4924,8942, 9820, 5563
35,5785,9701,10417,6503,4924,8991, 9830, 5582
34,5756,9663,10417,6464,4924,9020, 9869, 5601
33,5717,9625,10408,6435,4943,9068, 9869, 5620
32,5679,9597,10398,6397,4943,9097, 9917, 5649
31,5650,9568,10379,6348,4962,9136, 9937, 5668
30,5611,9549,10359,6309,4971,9165, 9947, 5707
29,5573,9530,10340,6290,4991,9194, 9976, 5735
28,5555,9511,10331,6261,5000,9223, 9985, 5755
27,5526,9502,10292,6251,5010,9243, 10005, 5793
26,5498,9492,10282,6242,5019,9262, 10024, 5822
25,5479,9483,10273,6242,5038,9291, 10044, 5850
24,5469,9464,10254,6213,5057,9310, 10044, 5870
23,5450,9454,10234,6174,5086,9330, 10063, 5889
22,5441,9445,10215,6145,5096,9339, 10092, 5898
21,5432,9427,10215,6116,5124,9359, 10102, 5927
20,5422,9397,10196,6106,5144,9368, 10102, 5946
19,5413,9407,10186,6096,5163,9378, 10111, 5956
18,5403,9368,10177,6067,5191,9397, 10121, 5985
17,5403,9349,10157,6058,5211,9427, 10131, 5994
16,5394,9320,10148,6048,5230,9445, 10141, 6014
15,5384,9301,10128,6038,5239,9464, 10170, 6033
14,5365,9281,10128,6019,5258,9473, 10170, 6052
13,5365,9262,10090,5990,5268,9502, 10170, 6071
12,5356,9233,10071,5970,5297,9521, 10179, 6090
11,5337,9204,10042,5922,5306,9559, 10179, 6119
10,5327,9175,10013,5883,5325,9587, 10189, 6148
9,5318,9146,9994,5854,5354,9616, 10218, 6177
8,5309,9117,9974,5825,5383,9654, 10218, 6205
7,5290,9097,9955,5796,5411,9673, 10238, 6234
6,5280,9068,9926,5757,5440,9720, 10247, 6273
5,5261,9039,9897,5728,5469,9758, 10267, 6301
4,5233,9000,9869,5719,5498,9777, 10286, 6321
3,5214,8971,9840,5690,5526,9806, 10315, 6368
2,5176,8933,9801,5661,5545,9825, 10335, 6407
1,5148,8894,9753,5632,5583,9853, 10373, 6436
0,5110,8855,9724,5622,5612,9872, 10432, 6484
99,5063,8816,9695,5593,5641,9901, 10470, 6532
98,5025,8797,9657,5583,5690,9910, 10500, 6560
97,4987,8758,9609,5564,5719,9910, 10538, 6608
96,4940,8720,9570,5555,5757,9920, 10577, 6647
95,4902,8710,9532,5536,5787,9958, 10616, 6666
94,4883,8710,9493,5526,5825,9967, 10655, 6685
93,4854,8720,9464,5526,5854,9977, 10664, 6685
92,4835,8739,9436,5517,5874,9967, 10694, 6685
91,4817,8787,9417,5517,5883,9977, 10713, 6656
90,4807,8807,9417,5526,5883,9967, 10713, 6647
89,4798,8836,9427,5545,5874,9958, 10723, 6618
88,4788,8865,9436,5564,5874,9929, 10723, 6608
87,4788,8884,9464,5583,5854,9910, 10713, 6560
86,4798,8884,9503,5603,5825,9891, 10723, 6541
85,4798,8933,9561,5622,5796,9863, 10703, 6512
84,4807,8942,9561,5641,5787,9844, 10703, 6474
83,4817,8981,9580,5670,5757,9806, 10713, 6436
82,4826,9020,9609,5709,5738,9796, 10684, 6416
81,4845,9059,9628,5728,5719,9768, 10684, 6378
80,4854,9097,9647,5748,5699,9739, 10674, 6349
79,4873,9117,9657,5787,5690,9711, 10664, 6321
78,4892,9136,9686,5816,5661,9692, 10655, 6292
77,4911,9155,9695,5845,5651,9663, 10616, 6273
76,4940,9184,9715,5893,5632,9635, 10606, 6234
75,4958,9204,9734,5912,5622,9606, 10577, 6205
74,4968,9223,9743,5961,5603,9578, 10548, 6177
73,4996,9252,9763,5980,5593,9559, 10529, 6148
72,4996,9262,9772,6009,5583,9530, 10519, 6138
71,5015,9291,9782,6029,5573,9511, 10509, 6129
70,5034,9310,9782,6048,5564,9483, 10509, 6119
69,5044,9330,9792,6077,5545,9464, 10470, 6100
68,5053,9359,9811,6096,5545,9445, 10461, 6081
67,5072,9378,9820,6135,5536,9417, 10461, 6062
66,5081,9397,9830,6135,5526,9388, 10441, 6042
65,5100,9417,9840,6154,5517,9378, 10412, 6023
64,5119,9436,9840,6184,5517,9339, 10393, 6004
63,5129,9464,9849,6193,5507,9320, 10393, 5985
62,5148,9483,9869,6232,5488,9301, 10373, 5946
61,5167,9511,9878,6251,5469,9272, 10354, 5927
60,5186,9540,9888,6271,5459,9243, 10325, 5898
59,5204,9578,9897,6309,5459,9223, 10325, 5860
58,5233,9625,9907,6338,5440,9194, 10286, 5831
57,5261,9654,9907,6368,5431,9175, 10267, 5802
56,5299,9682,9926,6406,5402,9146, 10228, 5774
55,5318,9701,9955,6455,5392,9117, 10208, 5745
54,5356,9730,10023,6474,5373,9078, 10170, 5707
53,5394,9739,9994,6513,5344,9059, 10141, 5678
52,5422,9768,10032,6552,5316,9020, 10102, 5649
51,5450,9796,10071,6590,5268,8991, 10073, 5620
50,5488,9806,10109,6629,5230,8952, 10034, 5611
49,5526,9834,10148,6677,5191,8913, 10005, 5601
48,5564,9853,10186,6697,5153,8884, 9947, 5582
47,5602,9872,10215,6735,5105,8855, 9927, 5573
46,5650,9882,10263,6755,5067,8826, 9879, 5544
45,5679,9891,10302,6755,5038,8807, 9850, 5535
44,5717,9910,10321,6735,5010,8797, 9820, 5516
43,5756,9910,10350,6716,4981,8787, 9811, 5506
42,5794,9910,10350,6697,4962,8797, 9791, 5497
41,5823,9891,10398,6677,4943,8826, 9782, 5506
40,5833,9882,10408,6629,4933,8836, 9782, 5497
39,5852,9853,10417,6619,4924,8865, 9782, 5516
38,5852,9806,10417,6610,4924,8884, 9791, 5535
37,5843,9777,10417,6571,4924,8933, 9811, 5544
36,5823,9730,10417,6532,4924,8942, 9820, 5563
35,5794,9692,10408,6503,4924,8991, 9850, 5582
34,5766,9663,10408,6474,4924,9020, 9869, 5601
33,5717,9625,10408,6435,4943,9059, 9869, 5611
32,5688,9597,10398,6397,4952,9088, 9927, 5639
31,5660,9568,10379,6358,4962,9136, 9927, 5668
30,5621,9530,10359,6319,4971,9165, 9937, 5697
29,5582,9521,10350,6290,4991,9194, 9976, 5726
28,5555,9511,10331,6271,5000,9223, 9995, 5755
27,5536,9492,10302,6251,5010,9243, 10005, 5783
26,5507,9483,10292,6242,5019,9272, 10034, 5812
25,5488,9473,10263,6242,5038,9291, 10044, 5831
24,5469,9464,10234,6222,5057,9310, 10044, 5860
23,5450,9445,10225,6174,5086,9330, 10063, 5889
22,5441,9436,10215,6145,5096,9339, 10092, 5898
21,5432,9417,10205,6116,5124,9359, 10102, 5918
20,5422,9407,10196,6096,5134,9368, 10102, 5937
19,5413,9388,10186,6087,5163,9378, 10111, 5946
18,5413,9368,10177,6067,5191,9388, 10111, 5975
17,5394,9349,10167,6058,5211,9427, 10131, 5985
16,5394,9320,10148,6048,5220,9445, 10150, 6004
15,5384,9301,10128,6038,5239,9464, 10160, 6023
14,5365,9281,10119,6019,5258,9483, 10170, 6042
13,5365,9262,10090,5990,5278,9502, 10179, 6062
12,5346,9233,10071,5970,5287,9521, 10179, 6081
11,5337,9204,10042,5922,5306,9559, 10189, 6119
10,5327,9175,10023,5883,5325,9587, 10189, 6138
9,5309,9146,9994,5854,5354,9616, 10218, 6157
8,5309,9117,9974,5825,5392,9654, 10228, 6186
7,5290,9097,9955,5787,5421,9692, 10228, 6225
6,5280,9068,9926,5748,5440,9711, 10247, 6253
5,5261,9039,9888,5738,5459,9758, 10257, 6292
4,5233,9000,9869,5719,5498,9777, 10286, 6311
3,5214,8962,9830,5680,5526,9806, 10315, 6349
2,5186,8942,9782,5661,5555,9825, 10335, 6388
1,5148,8894,9763,5641,5573,9863, 10393, 6426
0,5100,8855,9724,5612,5622,9872, 10422, 6474
99,5063,8826,9695,5583,5651,9901, 10461, 6512
98,5025,8787,9657,5583,5690,9910, 10509, 6551
97,4987,8749,9618,5564,5719,9910, 10548, 6589
96,4940,8720,9570,5555,5757,9920, 10587, 6628
95,4911,8710,9532,5545,5796,9948, 10616, 6666
94,4873,8710,9503,5526,5825,9967, 10655, 6685
93,4854,8720,9464,5517,5854,9967, 10674, 6685
92,4826,8739,9436,5517,5874,9967, 10694, 6675
91,4807,8787,9417,5517,5883,9977, 10713, 6656
90,4807,8807,9417,5526,5883,9967, 10713, 6647
89,4798,8836,9427,5545,5883,9948, 10723, 6618
88,4788,8855,9455,5564,5874,9929, 10713, 6599
87,4788,8875,9474,5583,5845,9910, 10723, 6560
86,4798,8884,9503,5603,5835,9891, 10723, 6541
85,4807,8913,9532,5622,5806,9863, 10713, 6503
84,4807,8942,9561,5641,5777,9844, 10713, 6474
83,4817,8991,9589,5680,5767,9806, 10713, 6436
82,4826,9030,9609,5699,5738,9787, 10694, 6407
81,4845,9068,9638,5728,5719,9758, 10694, 6378
80,4854,9107,9657,5748,5709,9739, 10674, 6340
79,4873,9126,9657,5787,5690,9711, 10655, 6311
78,4892,9146,9686,5806,5661,9692, 10645, 6282
77,4911,9165,9695,5845,5651,9663, 10616, 6273
76,4940,9184,9715,5883,5641,9635, 10606, 6234
75,4958,9204,9734,5912,5622,9597, 10577, 6215
74,4968,9223,9743,5941,5603,9578, 10548, 6196
73,4996,9243,9753,5980,5593,9559, 10529, 6157
72,4996,9272,9772,6000,5583,9521, 10509, 6138
71,5015,9281,9782,6029,5573,9502, 10500, 6129
70,5025,9310,9782,6038,5564,9483, 10500, 6119
69,5044,9320,9801,6077,5545,9464, 10470, 6109
68,5053,9349,9811,6087,5545,9436, 10461, 6090
67,5063,9378,9811,6125,5536,9417, 10451, 6062
66,5081,9388,9830,6135,5526,9378, 10441, 6042
65,5100,9417,9840,6154,5526,9368, 10432, 6023
64,5119,9436,9840,6174,5507,9339, 10393, 6004
63,5129,9464,9849,6193,5507,9310, 10383, 5985
62,5157,9492,9859,6232,5488,9301, 10364, 5946
61,5167,9511,9878,6251,5478,9262, 10335, 5927
60,5195,9540,9888,6271,5459,9243, 10325, 5898
59,5214,9578,9897,6309,5450,9213, 10315, 5860
58,5233,9616,9907,6338,5440,9194, 10276, 5831
57,5271,9654,9917,6358,5421,9165, 10257, 5802
56,5290,9673,9936,6397,5402,9146, 10238, 5774
55,5327,9701,9955,6445,5392,9107, 10189, 5745
54,5356,9720,9965,6474,5383,9078, 10170, 5707
53,5384,9739,9994,6513,5335,9059, 10141, 5678
52,5422,9768,10032,6542,5316,9010, 10111, 5649
51,5450,9787,10071,6590,5268,8991, 10073, 5620
50,5488,9796,10100,6629,5239,8942, 10034, 5611
49,5526,9834,10148,6677,5182,8913, 9995, 5591
48,5564,9853,10186,6697,5144,8875, 9956, 5591
47,5602,9872,10215,6735,5105,8865, 9917, 5573
46,5650,9882,10263,6755,5077,8826, 9879, 5554
45,5669,9901,10292,6755,5029,8807, 9840, 5535
44,5717,9910,10321,6735,5010,8797, 9820, 5516
43,5756,9910,10359,6716,4991,8787, 9801, 5506
42,5785,9910,10369,6697,4971,8797, 9791, 5497
41,5823,9901,10398,6677,4952,8816, 9791, 5497
40,5833,9882,10408,6639,4933,8836, 9782, 5497
39,5852,9853,10417,6619,4924,8865, 9791, 5506
38,5862,9815,10417,6600,4924,8894, 9791, 5525
37,5843,9768,10417,6571,4924,8923, 9801, 5544
36,5823,9720,10417,6532,4924,8933, 9820, 5563
35,5794,9682,10417,6503,4924,8991, 9830, 5573
34,5766,9654,10408,6474,4924,9020, 9869, 5591
33,5727,9616,10408,6435,4943,9059, 9879, 5611
32,5688,9597,10408,6397,4952,9097, 9917, 5649
31,5650,9568,10379,6358,4952,9136, 9927, 5668
30,5621,9530,10359,6329,4981,9165, 9937, 5687
29,5592,9521,10350,6300,4991,9194, 9966, 5735
28,5555,9511,10331,6261,5000,9213, 9985, 5755
27,5526,9492,10302,6261,5010,9243, 10005, 5783
26,5507,9483,10282,6242,5029,9272, 10024, 5802
25,5488,9473,10282,6242,5038,9291, 10044, 5841
24,5469,9464,10254,6213,5057,9301, 10044, 5860
23,5450,9454,10225,6174,5077,9330, 10063, 5889
22,5441,9436,10215,6135,5096,9349, 10092, 5898
21,5432,9417,10215,6116,5115,9368, 10102, 5918
20,5422,9407,10196,6106,5134,9368, 10102, 5937
19,5413,9388,10186,6087,5163,9388, 10111, 5956
18,5403,9368,10177,6058,5182,9397, 10111, 5975
17,5394,9349,10157,6058,5211,9436, 10131, 5985
16,5394,9320,10157,6048,5230,9454, 10141, 6004
15,5384,9301,10138,6038,5239,9473, 10160, 6023
14,5365,9281,10119,6019,5258,9473, 10170, 6042
13,5365,9252,10090,5990,5268,9502, 10179, 6062
12,5346,9233,10071,5970,5297,9521, 10179, 6081
11,5337,9204,10042,5922,5316,9559, 10189, 6109
10,5327,9184,10023,5893,5325,9578, 10189, 6138
9,5309,9155,9984,5845,5354,9616, 10218, 6157
8,5309,9117,9974,5825,5392,9654, 10228, 6186
7,5290,9097,9946,5787,5411,9682, 10238, 6225
6,5280,9068,9926,5757,5440,9720, 10247, 6244
5,5261,9039,9897,5738,5469,9749, 10257, 6292
4,5233,9010,9869,5719,5498,9768, 10286, 6311
3,5214,8981,9840,5680,5526,9806, 10325, 6349
2,5176,8942,9792,5661,5545,9825, 10325, 6378
1,5148,8904,9763,5641,5583,9844, 10393, 6426
0,5110,8865,9734,5612,5622,9872, 10422, 6464
99,5063,8826,9695,5593,5641,9901, 10461, 6503
98,5025,8787,9657,5583,5690,9910, 10500, 6551
97,4987,8758,9618,5564,5728,9910, 10538, 6599
96,4949,8720,9570,5545,5748,9920, 10577, 6618
95,4911,8710,9532,5545,5796,9958, 10606, 6656
94,4883,8720,9503,5526,5825,9967, 10655, 6685
93,4854,8720,9464,5526,5845,9967, 10664, 6685
92,4835,8739,9427,5526,5874,9977, 10694, 6675
91,4817,8787,9417,5526,5874,9967, 10713, 6656
90,4807,8807,9417,5536,5874,9967, 10723, 6656
89,4798,8836,9417,5545,5874,9958, 10732, 6608
88,4788,8865,9436,5564,5874,9929, 10732, 6589
87,4788,8875,9464,5593,5854,9910, 10723, 6560
86,4788,8884,9493,5603,5825,9891, 10723, 6541
85,4798,8923,9532,5632,5806,9863, 10713, 6493
84,4807,8952,9561,5641,5787,9844, 10713, 6474
83,4826,8981,9589,5680,5757,9815, 10713, 6445
82,4817,9030,9609,5709,5738,9806, 10694, 6407
81,4845,9059,9628,5728,5728,9768, 10694, 6388
80,4864,9097,9647,5757,5709,9739, 10674, 6349
79,4873,9117,9657,5787,5690,9720, 10664, 6321
78,4892,9146,9676,5816,5670,9701, 10645, 6292
77,4911,9165,9695,5854,5651,9654, 10616, 6273
76,4940,9184,9715,5893,5641,9644, 10606, 6234
75,4958,9204,9734,5912,5622,9616, 10567, 6205
74,4968,9223,9743,5961,5603,9578, 10548, 6186
73,4987,9252,9753,5980,5593,9568, 10538, 6157
72,4996,9262,9763,6009,5583,9530, 10509, 6138
71,5015,9291,9782,6029,5573,9502, 10509, 6129
70,5025,9320,9782,6048,5564,9483, 10500, 6119
69,5044,9330,9801,6087,5545,9473, 10480, 6100
68,5063,9349,9801,6106,5545,9445, 10461, 6071
67,5072,9378,9820,6125,5536,9417, 10451, 6062
66,5081,9388,9830,6145,5526,9388, 10432, 6052
65,5100,9417,9840,6154,5517,9378, 10422, 6023
64,5119,9436,9840,6184,5517,9339, 10393, 6004
63,5129,9464,9849,6193,5507,9320, 10383, 5985
62,5148,9483,9859,6232,5488,9301, 10383, 5956
61,5167,9511,9878,6251,5469,9272, 10344, 5927
60,5195,9540,9888,6271,5459,9252, 10325, 5898
59,5214,9568,9897,6309,5450,9223, 10315, 5870
58,5233,9616,9907,6338,5440,9194, 10276, 5831
57,5271,9654,9907,6358,5431,9175, 10257, 5802
56,5290,9673,9926,6397,5411,9146, 10238, 5774
55,5318,9701,9955,6445,5392,9117, 10199, 5745
54,5356,9720,9974,6474,5373,9088, 10170, 5716
53,5384,9749,9984,6513,5344,9068, 10131, 5668
52,5422,9777,10032,6542,5306,9020, 10102, 5649
51,5450,9787,10061,6590,5268,8991, 10073, 5620
50,5488,9806,10100,6619,5239,8962, 10024, 5601
49,5536,9834,10148,6668,5191,8923, 10005, 5601
48,5564,9853,10186,6697,5134,8884, 9956, 5591
47,5602,9882,10215,6735,5115,8855, 9917, 5573
46,5650,9891,10263,6755,5077,8826, 9879, 5554
45,5679,9901,10292,6755,5038,8816, 9850, 5535
44,5708,9901,10331,6726,5010,8797, 9820, 5516
43,5756,9910,10359,6716,4991,8797, 9801, 5506
42,5794,9910,10369,6697,4971,8807, 9782, 5487
41,5823,9901,10398,6677,4952,8816, 9782, 5497
40,5843,9882,10408,6639,4943,8836, 9782, 5497
39,5852,9853,10417,6619,4924,8865, 9791, 5506
38,5852,9815,10417,6600,4924,8894, 9782, 5525
37,5843,9768,10417,6571,4924,8923, 9811, 5544
36,5823,9720,10417,6542,4924,8942, 9820, 5563
35,5794,9701,10417,6503,4924,8981, 9840, 5573
34,5766,9663,10408,6464,4933,9020, 9859, 5601
33,5746,9625,10408,6435,4943,9068, 9879, 5620
32,5688,9597,10398,6397,4943,9097, 9917, 5639
31,5650,9568,10369,6358,4952,9146, 9927, 5659
30,5611,9540,10359,6319,4981,9175, 9937, 5697
29,5582,9521,10350,6290,4991,9204, 9966, 5726
28,5555,9511,10331,6261,5000,9223, 9985, 5755
27,5536,9492,10311,6251,5010,9233, 10005, 5783
26,5507,9483,10292,6251,5019,9272, 10034, 5812
25,5488,9473,10282,6232,5038,9301, 10044, 5831
24,5460,9464,10244,6213,5057,9310, 10044, 5860
23,5450,9454,10234,6184,5086,9330, 10063, 5889
22,5441,9436,10225,6135,5096,9339, 10092, 5898
21,5432,9417,10205,6116,5124,9368, 10102, 5918
20,5422,9407,10196,6106,5144,9368, 10102, 5937
19,5413,9388,10186,6087,5163,9388, 10111, 5956
18,5413,9368,10177,6058,5191,9407, 10102, 5966
17,5394,9339,10157,6058,5211,9427, 10131, 5985
16,5394,9320,10148,6048,5230,9445, 10141, 6004
15,5384,9301,10128,6038,5239,9464, 10160, 6023
14,5365,9272,10119,6019,5258,9483, 10170, 6042
13,5365,9262,10090,5990,5278,9502, 10179, 6062
12,5356,9233,10071,5970,5287,9521, 10179, 6081
11,5337,9204,10051,5922,5306,9559, 10189, 6100
10,5327,9175,10013,5893,5325,9587, 10189, 6129
9,5309,9146,9994,5845,5364,9616, 10218, 6157
8,5299,9117,9974,5825,5383,9654, 10228, 6177
7,5290,9097,9955,5796,5411,9682, 10228, 6215
6,5280,9068,9926,5757,5440,9711, 10247, 6244
5,5261,9039,9897,5738,5469,9749, 10267, 6282
4,5242,9000,9869,5719,5507,9768, 10286, 6311
3,5214,8971,9840,5690,5526,9806, 10315, 6340
2,5176,8933,9792,5651,5555,9825, 10325, 6378
1,5148,8894,9763,5641,5583,9844, 10393, 6426
0,5072,8865,9724,5622,5612,9872, 10422, 6455
99,5063,8816,9695,5583,5641,9901, 10461, 6503
