index,flh,flk,frh,frk,blh,blk,brh,brk
98,5025,8797,9657,5583,5690,9920, 10500, 6541
97,4987,8749,9618,5564,5719,9910, 10538, 6580
96,4940,8720,9570,5555,5748,9929, 10567, 6618
95,4911,8710,9532,5545,5796,9958, 10626, 6656
94,4883,8710,9493,5526,5825,9967, 10655, 6675
93,4854,8720,9464,5526,5845,9977, 10664, 6675
92,4826,8749,9436,5517,5874,9977, 10684, 6675
91,4817,8787,9407,5517,5874,9977, 10713, 6666
90,4807,8816,9417,5526,5883,9967, 10713, 6647
89,4798,8836,9417,5536,5874,9958, 10732, 6618
88,4788,8865,9436,5564,5864,9929, 10732, 6580
87,4788,8875,9464,5583,5845,9910, 10732, 6570
86,4798,8884,9503,5612,5825,9901, 10723, 6532
85,4798,8923,9532,5622,5806,9872, 10713, 6503
84,4807,8942,9551,5641,5787,9844, 10713, 6474
83,4817,8981,9589,5670,5757,9815, 10694, 6455
82,4826,9020,9609,5699,5738,9806, 10694, 6407
81,4845,9068,9628,5728,5719,9758, 10694, 6378
80,4854,9097,9647,5748,5699,9739, 10674, 6349
79,4873,9126,9657,5796,5690,9711, 10664, 6311
78,4892,9146,9686,5816,5670,9692, 10635, 6282
77,4911,9165,9695,5854,5641,9663, 10616, 6273
76,4940,9184,9715,5893,5641,9644, 10606, 6234
75,4958,9204,9734,5912,5622,9606, 10587, 6205
74,4977,9223,9743,5961,5603,9578, 10548, 6177
73,4987,9243,9753,5990,5593,9559, 10529, 6157
72,4996,9262,9772,6009,5583,9530, 10509, 6138
71,5015,9291,9782,6029,5573,9511, 10500, 6138
70,5034,9310,9782,6048,5555,9483, 10509, 6109
69,5044,9320,9801,6087,5545,9473, 10470, 6100
68,5053,9349,9811,6096,5545,9436, 10461, 6081
67,5072,9388,9820,6125,5536,9417, 10461, 6071
66,5081,9397,9830,6135,5526,9397, 10441, 6052
65,5100,9417,9840,6154,5517,9378, 10412, 6023
64,5110,9436,9840,6184,5498,9349, 10403, 6004
63,5138,9464,9849,6193,5498,9330, 10393, 5985
62,5148,9492,9869,6232,5488,9301, 10373, 5956
61,5167,9521,9878,6261,5478,9272, 10354, 5918
60,5186,9540,9888,6271,5459,9252, 10325, 5898
59,5214,9578,9897,6309,5450,9223, 10325, 5870
58,5233,9616,9907,6329,5440,9194, 10276, 5831
57,5271,9644,9917,6368,5431,9175, 10257, 5802
56,5290,9682,9926,6406,5402,9146, 10228, 5764
55,5327,9701,9946,6445,5392,9117, 10189, 5745
54,5356,9730,9974,6474,5373,9088, 10170, 5707
53,5384,9749,9994,6513,5335,9059, 10131, 5668
52,5422,9777,10032,6552,5306,9020, 10102, 5649
51,5450,9787,10061,6600,5268,8991, 10073, 5620
50,5488,9806,10100,6629,5239,8942, 10034, 5611
49,5517,9834,10148,6677,5182,8923, 10005, 5601
48,5564,9853,10186,6706,5153,8894, 9956, 5591
47,5611,9882,10215,6735,5115,8846, 9927, 5573
46,5650,9882,10302,6755,5077,8826, 9879, 5554
45,5679,9891,10292,6755,5038,8807, 9840, 5535
44,5717,9910,10321,6726,5010,8797, 9820, 5516
43,5756,9910,10350,6706,4981,8797, 9801, 5497
42,5785,9910,10359,6697,4971,8807, 9782, 5497
41,5823,9901,10388,6668,4952,8816, 9772, 5497
40,5833,9882,10408,6639,4933,8836, 9772, 5506
39,5852,9853,10408,6619,4924,8865, 9782, 5516
38,5852,9815,10417,6600,4924,8894, 9791, 5535
37,5852,9777,10408,6571,4924,8913, 9791, 5554
36,5823,9730,10417,6532,4924,8942, 9811, 5554
35,5794,9701,10417,6503,4924,8991, 9820, 5582
34,5756,9663,10417,6484,4933,9010, 9859, 5611
33,5717,9625,10408,6445,4943,9059, 9879, 5620
32,5679,9587,10398,6397,4952,9097, 9908, 5649
31,5650,9568,10379,6358,4962,9126, 9927, 5668
30,5621,9549,10359,6319,4971,9165, 9947, 5707
29,5582,9521,10350,6290,4991,9194, 9966, 5735
28,5555,9511,10321,6261,5010,9213, 9985, 5755
27,5536,9502,10302,6261,5019,9243, 10005, 5793
26,5507,9483,10282,6242,5029,9272, 10034, 5812
25,5488,9473,10263,6242,5038,9281, 10044, 5841
24,5469,9464,10254,6222,5067,9310, 10044, 5870
23,5450,9454,10225,6174,5086,9330, 10063, 5889
22,5441,9436,10215,6145,5105,9339, 10092, 5898
21,5432,9417,10215,6125,5124,9359, 10102, 5918
20,5422,9407,10205,6096,5144,9368, 10102, 5937
19,5413,9388,10186,6096,5163,9378, 10111, 5956
18,5403,9368,10186,6087,5191,9397, 10111, 5975
17,5394,9339,10167,6058,5220,9427, 10141, 5994
16,5394,9320,10148,6048,5230,9436, 10141, 6014
15,5384,9301,10138,6038,5239,9464, 10160, 6023
14,5365,9281,10119,6009,5258,9473, 10170, 6052
13,5356,9262,10090,5990,5278,9502, 10170, 6062
12,5356,9233,10071,5961,5287,9530, 10189, 6081
11,5337,9213,10032,5922,5306,9568, 10170, 6109
10,5337,9184,10023,5893,5335,9587, 10199, 6138
9,5318,9155,9994,5854,5364,9616, 10218, 6157
8,5309,9126,9974,5825,5392,9663, 10218, 6177
7,5299,9097,9955,5787,5411,9692, 10228, 6225
6,5280,9068,9926,5757,5440,9720, 10247, 6244
5,5261,9039,9888,5728,5469,9758, 10257, 6292
4,5242,9000,9869,5719,5498,9777, 10286, 6311
3,5214,8971,9840,5690,5526,9806, 10315, 6349
2,5186,8942,9801,5661,5545,9815, 10354, 6388
1,5157,8894,9763,5632,5583,9844, 10393, 6426
0,5110,8855,9724,5612,5612,9872, 10422, 6455
99,5072,8826,9695,5593,5641,9901, 10470, 6503
98,5044,8787,9657,5583,5690,9910, 10500, 6541
97,4987,8758,9609,5564,5719,9910, 10538, 6580
96,4949,8710,9570,5555,5757,9920, 10577, 6618
95,4911,8710,9532,5545,5796,9958, 10606, 6656
94,4883,8710,9503,5526,5825,9967, 10645, 6685
93,4854,8720,9464,5517,5845,9967, 10674, 6685
92,4826,8749,9436,5526,5874,9967, 10684, 6675
91,4807,8787,9417,5517,5883,9967, 10713, 6666
90,4807,8816,9417,5526,5883,9967, 10713, 6647
89,4798,8836,9427,5545,5883,9958, 10732, 6618
88,4788,8865,9455,5564,5864,9920, 10723, 6589
87,4788,8884,9474,5583,5845,9910, 10713, 6551
86,4798,8884,9503,5603,5825,9891, 10723, 6532
85,4807,8923,9512,5632,5806,9863, 10713, 6503
84,4817,8952,9561,5641,5787,9844, 10713, 6474
83,4817,8981,9580,5670,5757,9815, 10703, 6445
82,4826,9030,9618,5709,5738,9796, 10694, 6407
81,4845,9068,9628,5728,5719,9768, 10694, 6378
80,4864,9097,9657,5748,5699,9749, 10684, 6349
79,4873,9126,9657,5787,5690,9711, 10664, 6311
78,4892,9136,9686,5816,5670,9692, 10655, 6282
77,4911,9165,9705,5845,5641,9663, 10616, 6273
76,4940,9184,9715,5883,5641,9644, 10597, 6234
75,4958,9204,9734,5922,5622,9606, 10587, 6215
74,4977,9223,9743,5961,5603,9587, 10538, 6186
73,4987,9252,9753,5980,5593,9559, 10538, 6157
72,5006,9262,9772,6009,5583,9530, 10509, 6129
71,5015,9281,9782,6029,5573,9511, 10509, 6119
70,5025,9320,9782,6048,5555,9492, 10509, 6119
69,5044,9320,9801,6087,5545,9464, 10480, 6100
68,5053,9349,9811,6096,5545,9436, 10461, 6090
67,5072,9378,9820,6125,5536,9417, 10451, 6071
66,5081,9397,9830,6145,5526,9388, 10432, 6042
65,5100,9417,9830,6154,5517,9368, 10412, 6023
64,5119,9436,9840,6184,5507,9349, 10393, 6004
63,5129,9464,9849,6193,5498,9320, 10383, 5994
62,5157,9492,9859,6232,5488,9301, 10383, 5946
61,5167,9511,9869,6251,5478,9272, 10354, 5927
60,5195,9540,9888,6271,5459,9243, 10335, 5898
59,5214,9578,9888,6309,5459,9223, 10325, 5870
58,5233,9616,9907,6338,5440,9204, 10286, 5831
57,5261,9644,9907,6358,5431,9165, 10257, 5802
56,5290,9682,10003,6406,5402,9146, 10238, 5774
55,5318,9701,9955,6445,5392,9117, 10208, 5745
54,5356,9730,9965,6474,5373,9078, 10179, 5716
53,5384,9739,9994,6513,5297,9059, 10141, 5668
52,5422,9777,10023,6552,5316,9020, 10102, 5649
51,5450,9787,10061,6590,5268,8991, 10063, 5620
50,5498,9796,10100,6629,5230,8952, 10034, 5611
49,5517,9825,10148,6677,5182,8923, 9995, 5601
48,5564,9853,10186,6697,5153,8884, 9956, 5591
47,5602,9882,10215,6735,5115,8855, 9927, 5573
46,5650,9882,10254,6755,5077,8836, 9869, 5554
45,5679,9891,10302,6755,5038,8807, 9850, 5535
44,5717,9910,10331,6726,5010,8797, 9820, 5516
43,5756,9910,10350,6716,4981,8797, 9791, 5506
42,5785,9910,10369,6687,4971,8797, 9791, 5497
41,5823,9901,10398,6668,4943,8816, 9772, 5497
40,5843,9872,10408,6639,4933,8846, 9782, 5506
39,5852,9853,10408,6619,4924,8865, 9782, 5516
38,5862,9815,10408,6590,4924,8884, 9782, 5535
37,5843,9777,10417,6571,4924,8923, 9801, 5554
36,5823,9730,10417,6552,4924,8942, 9811, 5563
35,5794,9701,10417,6503,4924,8971, 9830, 5582
34,5766,9663,10417,6484,4924,9010, 9859, 5601
33,5727,9625,10417,6455,4933,9059, 9869, 5620
32,5688,9597,10388,6397,4952,9097, 9917, 5649
31,5650,9568,10379,6348,4962,9146, 9937, 5668
30,5621,9540,10359,6319,4971,9165, 9947, 5697
29,5582,9521,10350,6290,4991,9194, 9966, 5726
28,5555,9511,10321,6271,5000,9223, 9985, 5755
27,5536,9502,10302,6261,5010,9243, 10005, 5793
26,5507,9483,10292,6251,5019,9262, 10014, 5812
25,5488,9454,10282,6232,5038,9291, 10044, 5831
24,5469,9464,10244,6213,5067,9310, 10044, 5870
23,5450,9454,10234,6174,5086,9330, 10063, 5889
22,5441,9436,10215,6145,5096,9349, 10102, 5898
21,5432,9417,10205,6125,5124,9368, 10092, 5918
20,5422,9407,10186,6106,5144,9368, 10102, 5937
19,5413,9388,10186,6087,5163,9388, 10111, 5946
18,5403,9368,10177,6067,5182,9407, 10121, 5975
17,5394,9349,10157,6048,5211,9427, 10141, 5985
16,5394,9320,10157,6048,5230,9445, 10141, 6004
15,5384,9301,10128,6038,5239,9473, 10150, 6023
14,5365,9281,10119,6009,5249,9473, 10170, 6042
13,5365,9262,10090,5990,5278,9502, 10170, 6062
12,5356,9233,10071,5970,5287,9521, 10179, 6081
11,5337,9204,10032,5922,5306,9559, 10189, 6109
10,5327,9175,10023,5883,5325,9587, 10189, 6138
9,5309,9146,9984,5854,5354,9625, 10218, 6157
8,5299,9117,9974,5825,5383,9654, 10228, 6177
7,5290,9097,9946,5787,5411,9682, 10228, 6225
6,5280,9068,9917,5757,5440,9711, 10247, 6244
5,5261,9039,9897,5738,5459,9758, 10257, 6292
4,5242,9000,9869,5719,5507,9777, 10286, 6311
3,5195,8971,9840,5690,5526,9806, 10315, 6349
2,5186,8942,9792,5670,5555,9825, 10335, 6388
1,5148,8894,9763,5632,5583,9853, 10393, 6426
0,5100,8865,9734,5622,5612,9872, 10432, 6464
99,5063,8826,9695,5593,5651,9901, 10461, 6503
98,5025,8787,9657,5583,5690,9910, 10500, 6551
97,4977,8758,9618,5564,5719,9910, 10548, 6589
96,4940,8720,9570,5555,5757,9920, 10577, 6618
95,4902,8710,9532,5545,5787,9958, 10606, 6656
94,4883,8710,9503,5526,5825,9967, 10645, 6685
93,4845,8720,9464,5526,5845,9977, 10674, 6685
92,4835,8749,9455,5526,5874,9977, 10694, 6675
91,4817,8778,9417,5526,5883,9977, 10713, 6666
90,4807,8816,9407,5526,5874,9967, 10713, 6647
89,4798,8836,9417,5545,5874,9948, 10732, 6618
88,4798,8865,9436,5564,5874,9920, 10732, 6599
87,4798,8875,9464,5593,5845,9910, 10723, 6551
86,4798,8884,9503,5603,5825,9891, 10723, 6541
85,4798,8923,9522,5632,5796,9872, 10713, 6503
84,4807,8952,9551,5651,5777,9844, 10723, 6464
83,4817,8981,9580,5680,5757,9815, 10703, 6436
82,4826,9020,9599,5709,5738,9806, 10684, 6407
81,4845,9068,9628,5728,5728,9777, 10694, 6378
80,4864,9097,9647,5757,5699,9739, 10674, 6349
79,4873,9126,9657,5787,5690,9720, 10664, 6321
78,4892,9146,9676,5816,5661,9701, 10645, 6292
77,4911,9165,9695,5854,5641,9673, 10616, 6273
76,4940,9184,9715,5883,5632,9644, 10597, 6234
75,4958,9204,9724,5912,5622,9616, 10577, 6215
74,4968,9233,9743,5961,5603,9587, 10538, 6196
73,4987,9252,9763,5980,5593,9568, 10538, 6157
72,4996,9272,9772,6019,5583,9540, 10519, 6138
71,5015,9281,9782,6029,5564,9511, 10500, 6138
70,5025,9310,9782,6048,5564,9492, 10500, 6119
69,5044,9330,9801,6087,5545,9473, 10470, 6100
68,5063,9359,9811,6106,5545,9445, 10461, 6071
67,5072,9378,9820,6125,5536,9427, 10461, 6071
66,5081,9397,9830,6145,5526,9397, 10432, 6042
65,5100,9417,9840,6154,5517,9378, 10422, 6023
64,5119,9436,9840,6174,5517,9359, 10393, 6014
63,5129,9464,9849,6193,5507,9330, 10393, 5985
62,5157,9492,9869,6232,5488,9310, 10393, 5946
61,5176,9521,9878,6251,5469,9281, 10354, 5927
60,5186,9540,9888,6271,5459,9252, 10325, 5898
59,5214,9578,9897,6309,5440,9243, 10315, 5860
58,5233,9606,9897,6329,5440,9213, 10286, 5831
57,5252,9654,9907,6358,5431,9175, 10247, 5802
56,5299,9673,9926,6397,5402,9155, 10228, 5774
55,5318,9711,9946,6445,5392,9126, 10208, 5735
54,5356,9730,9965,6474,5373,9088, 10170, 5716
53,5384,9739,9994,6513,5335,9068, 10131, 5668
52,5422,9777,10032,6542,5306,9030, 10111, 5649
51,5450,9796,10071,6590,5268,9000, 10073, 5630
50,5488,9796,10109,6629,5230,8971, 10034, 5601
49,5517,9825,10148,6677,5191,8933, 9995, 5601
48,5555,9853,10186,6697,5153,8894, 9947, 5582
47,5611,9872,10215,6735,5115,8865, 9927, 5573
46,5650,9882,10263,6755,5067,8826, 9879, 5563
45,5669,9891,10302,6755,5038,8816, 9840, 5535
44,5717,9910,10321,6735,5010,8807, 9820, 5516
43,5756,9910,10359,6716,4981,8797, 9791, 5506
42,5785,9910,10369,6697,4971,8797, 9782, 5506
41,5823,9901,10398,6677,4952,8826, 9753, 5506
40,5843,9882,10408,6639,4943,8836, 9762, 5506
39,5852,9853,10417,6619,4924,8865, 9772, 5516
38,5852,9815,10417,6600,4924,8894, 9782, 5535
37,5843,9777,10408,6571,4924,8913, 9801, 5554
36,5823,9730,10417,6532,4924,8942, 9820, 5563
35,5785,9701,10417,6513,4924,8991, 9830, 5591
34,5746,9663,10408,6474,4924,9020, 9859, 5601
33,5717,9625,10408,6445,4943,9059, 9879, 5620
32,5679,9606,10408,6397,4952,9097, 9917, 5659
31,5650,9568,10379,6348,4952,9136, 9937, 5668
30,5611,9549,10359,6319,4981,9165, 9937, 5707
29,5573,9530,10350,6290,4991,9194, 9976, 5735
28,5555,9521,10321,6261,5010,9213, 9985, 5764
27,5526,9502,10302,6261,5010,9243, 10005, 5783
26,5498,9492,10282,6251,5019,9262, 10034, 5812
25,5488,9483,10273,6242,5048,9281, 10044, 5831
24,5460,9464,10254,6164,5077,9301, 10044, 5860
23,5450,9454,10225,6164,5086,9320, 10063, 5879
22,5441,9436,10215,6145,5115,9339, 10102, 5898
21,5432,9417,10215,6125,5124,9349, 10092, 5918
20,5422,9407,10205,6106,5153,9368, 10102, 5927
19,5413,9388,10186,6106,5172,9378, 10111, 5946
18,5403,9368,10186,6087,5201,9397, 10111, 5966
17,5394,9339,10167,6058,5220,9417, 10141, 5985
16,5394,9320,10157,6019,5230,9427, 10141, 5994
15,5384,9301,10128,6029,5239,9454, 10160, 6014
14,5365,9281,10119,6000,5258,9483, 10170, 6042
13,5365,9252,10090,5990,5268,9502, 10170, 6052
12,5356,9223,10061,5970,5287,9521, 10179, 6081
11,5337,9204,10032,5922,5306,9559, 10179, 6100
10,5327,9175,10023,5893,5335,9597, 10189, 6129
9,5318,9146,9994,5854,5364,9616, 10208, 6148
8,5309,9117,9974,5825,5402,9654, 10218, 6177
7,5290,9088,9955,5796,5411,9692, 10238, 6215
6,5280,9068,9917,5767,5440,9720, 10247, 6244
5,5271,9039,9897,5738,5469,9749, 10257, 6282
4,5233,8991,9859,5719,5498,9768, 10286, 6311
3,5214,8962,9830,5690,5526,9806, 10315, 6349
2,5186,8933,9782,5651,5545,9825, 10335, 6378
1,5157,8884,9753,5632,5573,9853, 10393, 6426
0,5100,8855,9724,5612,5612,9882, 10432, 6464
99,5072,8816,9695,5593,5641,9901, 10470, 6503
98,5025,8787,9657,5583,5680,9910, 10500, 6541
97,4996,8749,9609,5564,5728,9910, 10538, 6580
96,4940,8720,9580,5555,5757,9920, 10577, 6618
95,4902,8710,9541,5555,5796,9948, 10616, 6656
94,4873,8710,9503,5526,5835,9967, 10655, 6685
93,4854,8720,9464,5526,5864,9977, 10664, 6685
92,4826,8749,9436,5517,5874,9977, 10694, 6675
91,4807,8778,9436,5517,5893,9967, 10713, 6666
90,4798,8807,9427,5526,5883,9967, 10723, 6656
89,4798,8836,9436,5545,5883,9958, 10732, 6618
88,4788,8865,9455,5564,5874,9920, 10732, 6589
87,4798,8875,9484,5583,5854,9910, 10723, 6551
86,4798,8894,9503,5603,5835,9891, 10723, 6541
85,4807,8913,9532,5622,5806,9872, 10713, 6503
84,4817,8942,9570,5641,5787,9844, 10703, 6474
83,4817,8981,9589,5670,5767,9815, 10703, 6445
82,4826,9020,9618,5699,5738,9806, 10694, 6407
81,4845,9059,9638,5728,5719,9758, 10684, 6378
80,4854,9107,9647,5748,5699,9739, 10674, 6349
79,4883,9126,9666,5787,5690,9720, 10664, 6321
78,4892,9146,9666,5806,5670,9682, 10635, 6292
77,4911,9165,9705,5845,5651,9663, 10616, 6273
76,4930,9184,9724,5883,5632,9644, 10597, 6234
75,5015,9204,9734,5912,5622,9606, 10587, 6215
74,4968,9233,9743,5932,5603,9578, 10548, 6186
73,4996,9243,9753,5980,5603,9559, 10529, 6157
72,5006,9272,9763,6000,5583,9530, 10509, 6138
71,5015,9281,9782,6029,5564,9502, 10509, 6119
70,5025,9310,9782,6048,5564,9483, 10500, 6119
69,5044,9330,9801,6077,5555,9464, 10480, 6100
68,5053,9359,9811,6096,5545,9436, 10461, 6081
67,5072,9378,9820,6125,5536,9417, 10451, 6071
66,5081,9397,9830,6145,5526,9388, 10422, 6042
65,5100,9417,9840,6154,5517,9368, 10422, 6033
64,5119,9436,9840,6184,5517,9349, 10403, 6004
63,5129,9464,9849,6193,5507,9320, 10383, 5985
62,5148,9492,9859,6232,5488,9301, 10373, 5946
61,5167,9521,9869,6251,5478,9272, 10344, 5927
60,5195,9540,9888,6271,5469,9243, 10325, 5898
59,5214,9578,9897,6309,5459,9213, 10325, 5860
58,5233,9616,9907,6329,5440,9204, 10276, 5831
57,5271,9644,9907,6368,5421,9165, 10267, 5802
56,5290,9673,9926,6406,5402,9146, 10228, 5774
55,5318,9711,9955,6445,5392,9117, 10199, 5745
54,5356,9730,9965,6474,5383,9078, 10170, 5716
53,5384,9739,9984,6513,5335,9059, 10141, 5678
52,5422,9768,10032,6552,5306,9020, 10102, 5639
51,5450,9787,10071,6600,5278,8991, 10073, 5620
50,5488,9796,10100,6629,5230,8952, 10044, 5601
49,5526,9825,10148,6677,5191,8923, 10005, 5601
48,5564,9853,10186,6706,5153,8884, 9956, 5591
47,5602,9872,10254,6735,5115,8855, 9917, 5573
46,5650,9882,10263,6755,5067,8826, 9879, 5554
45,5669,9891,10292,6755,5038,8807, 9850, 5535
44,5717,9910,10331,6735,5010,8797, 9811, 5516
43,5746,9920,10359,6706,4991,8787, 9791, 5506
42,5785,9910,10369,6687,4962,8797, 9782, 5497
41,5823,9891,10398,6677,4943,8816, 9772, 5477
40,5833,9882,10408,6629,4943,8836, 9772, 5506
39,5852,9853,10465,6610,4924,8865, 9782, 5516
38,5852,9815,10417,6590,4924,8894, 9791, 5535
37,5843,9777,10417,6571,4924,8923, 9801, 5554
36,5823,9730,10417,6532,4924,8942, 9820, 5563
35,5794,9701,10417,6513,4924,8981, 9820, 5582
